,user_id,name,average_stars,review_count,fans,yelping_since,fans,cool,funny,useful,compliment_cool,compliment_funny,compliment_plain
1936,zY_0GMw1jnydGGfQr04_Mg,Spencer,4.11,506,62,2011-08-27 11:18:37,62,315,217,679,10,10,38
1949,qyEDtHNdwHTGQBmu7wRc7A,Justine,4.3,33,4,2011-04-22 23:26:15,4,19,10,40,5,5,4
1950,O7ojHP59iSi32uhEDUR44A,Jasmine,3.65,696,27,2008-01-14 19:20:46,27,247,174,787,16,16,19
1952,wZPizeBxMAyOSl0M0zuCjg,Jess,3.62,4302,404,2008-08-27 20:20:07,404,9505,4727,15324,552,552,604
1967,fIqL93hx0Bg9H91xj9S0kg,Vanessa,4.95,73,8,2015-11-14 00:33:11,8,15,5,49,0,0,0
1977,L2j8Ci1d30tDU4-kbeOr4g,Jamie,3.74,414,30,2010-07-10 18:38:55,30,213,138,331,26,26,17
1982,pzwPuIDTpsd_ykGJ0CtuCg,Mike,3.52,793,48,2011-02-22 20:46:12,48,702,748,1932,79,79,80
1986,0pgYDWcqMiiHUln2JUux3A,Adam,3.77,112,9,2013-05-25 04:09:41,9,111,59,233,22,22,3
1989,UfwuBZ-_ltakHPBJAzfeKw,Leigh,3.85,370,23,2009-03-09 00:31:13,23,237,201,776,15,15,11
1993,iqsUoSxTpzAxt8AX8OgSZA,Anton,3.35,1291,65,2011-11-27 23:41:53,65,1123,1242,2190,34,34,51
1994,Bkv9SeDIAJ_X5-NeZCdF3A,Alice,4.07,714,164,2007-06-10 20:48:31,164,2382,1930,3316,347,347,226
2004,lf1m4CbheuUR7fFZoLGRvA,Rick,3.83,1062,139,2007-11-18 20:40:12,139,3187,1981,4379,256,256,171
2005,53-0CIUo-pd5ysfvHXb2yQ,Diana,3.94,1169,286,2008-06-05 07:36:31,286,5924,5116,7347,739,739,827
2010,bqJNDwrpF-vULjAVAh_LyQ,Christina,3.89,1189,79,2010-09-06 02:22:50,79,1032,554,2045,74,74,60
2013,8bRK7djFgJewdD2WHVlpew,Jack,4.37,70,1,2011-05-29 05:47:16,1,13,3,41,0,0,0
2020,U3sCAJc4_E3MGC1jGi19gQ,Stephen,3.78,462,36,2009-04-01 20:52:36,36,492,423,872,68,68,56
2024,2OpbFwtYNa5mvzuhWIZwvQ,Clifford,3.86,366,20,2010-01-29 00:58:44,20,725,771,900,38,38,79
2027,AbW_481683jXsZ_s_h0HsQ,Doug,3.89,56,2,2014-02-05 15:38:23,2,4,6,24,0,0,2
2040,No5P-cOQQEf0Atgc9Vi84g,Brianna,3.88,111,3,2013-11-16 20:12:52,3,78,71,93,1,1,1
2094,yEmeRQb4WH6NN0IAaTX_lw,Enita,3.9,201,30,2012-07-04 06:48:20,30,219,149,428,7,7,7
2099,rLCbMQmIuWnlI-IhIj51kQ,Ryan,3.7,1659,107,2011-11-01 22:32:48,107,1064,543,2376,12,12,40
2127,zf86g08mv0lwQlKumvE5ZA,April,3.21,19,1,2010-03-02 18:19:50,1,11,13,23,1,1,1
2131,npUIIYhTVwfFnX_HjXwong,Heidi,4.0,19,1,2015-10-23 20:56:54,1,10,11,23,0,0,0
2132,kpEr1jAAZpB7JnXL-H49Ag,Jennifer,4.0,91,1,2012-04-11 16:08:13,1,19,5,45,2,2,1
2142,qnqvQpW2FVuI8KLKA1UNug,Maryse JR,3.23,669,9,2013-05-14 21:00:10,9,73,147,330,1,1,8
2155,JhC52R37Xddta-W91xkitA,Karla,4.06,64,1,2016-02-26 06:49:58,1,18,7,52,3,3,2
2158,3dPjKulIKmW2NXUkrfgbHw,Vincent,3.94,363,27,2014-01-14 07:15:51,27,296,169,651,10,10,8
2159,G_bJdUPCnL1x6dvRhyHNyw,Raul,4.07,231,30,2011-04-11 17:15:32,30,295,291,507,21,21,21
2161,02k-nVlLtTqqe6iFM_mvIg,ELaine,5.0,15,0,2014-04-13 18:28:30,0,0,1,7,0,0,0
2176,aA5lpFdZh-bN6r6QQZDdTQ,Soffia,2.44,8,0,2016-01-20 02:57:15,0,3,2,1,0,0,0
2198,B7mqXzrSFKM_Wff2tbBagw,Mara,4.09,87,6,2010-08-01 02:33:24,6,68,35,143,6,6,5
2231,GhCpWwQYJUc6tqe99lr5_w,Michael,3.9,245,78,2011-12-06 19:11:54,78,5672,4436,6289,701,701,560
2243,zx5rdBK9NFZrAglIXF1LiQ,Aimee,3.93,305,15,2012-02-22 20:56:30,15,159,87,379,20,20,5
2246,0mP76PwDxamNMpO1qnHuhg,David,3.75,161,12,2009-04-23 04:42:41,12,133,156,284,18,18,10
2248,4kfTglFC5RBcZsXOX6d5vw,Kaylan,3.88,177,34,2007-11-13 19:48:18,34,194,142,273,33,33,19
2251,kSyhGgF0uuFDleLcgyTSgw,Latisha,3.68,701,103,2009-02-16 19:31:46,103,997,503,1793,57,57,45
2273,RHeE9X2yqg7TNeKzCNdJLA,Im,3.55,203,3,2010-12-18 16:03:44,3,43,42,166,3,3,7
2303,5LUfQF-uhCLEeJdv1q01ig,Catherine,3.79,246,5,2009-03-08 17:30:48,5,37,18,88,4,4,2
2309,kKTcYPz47sCDH1_ylnE4ZQ,Pegah,4.01,2506,206,2010-09-26 23:14:37,206,3476,3412,5665,162,162,142
2318,Y0DSxhhChQwzoQsLeDuvRw,Tim,3.95,1199,109,2009-03-17 23:49:17,109,1419,1045,2381,154,154,186
2321,2M5FaT1wIJYolhtl-V-erQ,Irene,4.8,10,0,2017-04-17 06:22:01,0,0,0,0,0,0,1
2322,Qqj8XMca49wsU1JXiWWwdQ,Grace,3.36,434,364,2008-11-14 17:07:02,364,8821,8726,10254,1030,1030,1063
2327,QJW33YrUGp-wVMI8M5mObg,Bridget,3.71,1049,138,2010-04-30 22:44:30,138,2470,2197,3745,488,488,293
2343,dh_2BNnKPlvp3OW3TLTDNQ,Theresa,3.85,111,30,2011-06-08 05:39:34,30,93,44,172,4,4,12
2344,F7poxH-y8vInyzs2NKBzRw,Jessie,4.29,139,6,2011-04-07 22:02:48,6,77,31,111,8,8,3
2363,5087J0DKSiZOKnCba-JlqQ,Stephanie,3.89,175,10,2015-08-12 17:05:10,10,197,89,311,6,6,19
2401,KVN1eio-4QU3zlkPmZHRFQ,Jemmie,4.0,577,42,2010-07-24 01:14:54,42,496,633,1306,37,37,49
2407,sOs8j4dOJ16KnT97OlYvaQ,Shirley,3.52,23,3,2014-06-13 16:11:44,3,23,38,65,4,4,2
2410,7gNtYzygF7dB8e7k1mWdjA,Isabella,4.16,952,167,2011-04-16 23:21:01,167,7420,4396,8103,759,759,420
2414,k63XGNVfcHneWn_DF4lRsQ,Glenn,3.95,78,1,2009-07-06 23:45:57,1,57,12,108,1,1,0
2430,R-g0F6N3ROTdAONBAJpY0A,Amanda,3.86,205,25,2008-09-27 08:35:05,25,185,178,362,28,28,18
2439,AHz3sGxkZjAzv8uu0Q9hqg,Hiromi,3.63,1001,64,2006-05-01 03:43:12,64,1071,735,1614,120,120,77
2443,W2ibSBOqtn6XQqkMULfBJQ,Armita,4.03,29,1,2016-10-06 19:20:05,1,3,1,9,0,0,0
2446,wkrFqNxwTEEkG3mJV88Izw,Olivia,3.8,1065,94,2006-10-16 20:39:50,94,4375,4242,6224,899,899,863
2472,vc4mkEa6Ug5cQudS0EfytQ,Irene,4.26,976,188,2009-10-18 21:29:30,188,5297,3802,6404,505,505,332
2474,adKonsQWY64vJYglPotH5Q,Stefanie,3.89,1889,182,2012-01-06 06:52:49,182,3458,2286,4696,62,62,66
2492,XhnK8ABBHQNZGaoZueJccw,Mindy,3.8,324,87,2008-03-27 19:10:32,87,632,620,894,244,244,181
2500,WnzRueYdRWNSbkXB0_0i4Q,Chuck,4.01,1177,81,2008-07-31 21:46:49,81,811,606,1691,124,124,104
2552,TwC9BUdIZ6KoqoQeL0RyKw,Jasten,3.98,212,9,2010-04-30 12:59:45,9,132,134,217,14,14,6
2568,Rpd_62-E8IffzX8ig-26Ew,Anna,4.66,236,227,2013-06-21 05:15:43,227,1068,610,1287,45,45,41
2578,KzMy7a9tzv4prKXrC2UbhA,Abbi,3.6,4,0,2015-11-23 16:56:49,0,0,0,2,0,0,0
2585,i08JAic75yXlq4r2iiN4Iw,Arman,4.42,73,8,2012-12-15 21:30:09,8,126,95,152,38,38,12
2597,sa5zd7bwBQzajQB48Y9SUw,Brenda,3.82,461,54,2010-01-25 22:22:55,54,1269,721,1984,79,79,97
2608,pwQ8E-hbDUJe3qtKt_IBBg,Leslie,3.46,700,82,2011-08-16 18:30:41,82,2354,1653,3545,163,163,96
2641,Sn7SkFeZZTLqapjFf3d16Q,Brian,3.91,45,13,2015-12-06 03:54:10,13,133,119,160,16,16,6
2655,13f_vtUZEmlzweL91bmVng,Michelle,4.28,1002,305,2009-08-13 02:18:10,305,28806,26280,29505,10235,10235,6790
2661,QWxW_pApmpY9iPApC8P-UQ,Kelvin,3.54,1126,68,2007-10-19 16:38:24,68,1135,1111,2414,147,147,100
2667,5R3m-2idPFpYq0oRwCK0TQ,Krystle,4.06,205,22,2010-05-09 23:21:16,22,255,120,461,14,14,16
2670,3EPb2G4oTVqxqBU7YP86wQ,Julie,3.8,75,6,2014-07-14 22:37:57,6,35,26,102,2,2,5
2679,Vbm8pMotcXSXrQ0xf6pMNQ,Jeremy,3.95,403,9,2015-06-29 04:29:25,9,213,112,416,8,8,13
2683,Ulu30-Gz32RBggy_x8b-dA,Liz,3.88,86,3,2015-04-17 17:45:52,3,23,4,37,1,1,0
2697,FIDPP65G4FxtZfqt5HwWWg,Christine,3.99,1231,225,2012-01-01 09:08:12,225,3345,2728,4884,199,199,206
2702,ewDNa_FRoG71UFm56eTGkw,Jesse,3.57,125,6,2010-11-30 21:45:06,6,154,113,265,23,23,27
2705,DY3TRQVn7egX-MKAC9IRfg,Teresa,4.2,282,15,2009-10-22 23:19:48,15,116,81,290,1,1,7
2753,cvsEHL5SzdcEVcQ0TKDygg,Ted,3.49,243,6,2010-05-20 15:49:23,6,79,67,357,8,8,3
2758,oXgcATaRFs3DmIEVd3i1Jg,Shea,3.98,45,0,2016-01-10 04:21:27,0,5,2,13,0,0,0
2765,N044aCKJv3G5WuvwT5AJcA,Keith,3.55,400,57,2007-11-14 16:48:25,57,915,725,1412,226,226,242
2771,SnQLh_a7RMIh6P3xHxVGKw,Camerene,3.76,39,3,2012-04-08 16:58:54,3,27,23,48,1,1,2
2780,l_ZWV8uvBVBKCvMNt7NtkQ,Emina,3.74,130,8,2010-07-08 02:11:48,8,79,52,224,6,6,2
2801,87AXJ_GCGhz7RntCvbokLw,Kathleen,3.99,273,21,2010-12-21 00:58:32,21,640,535,837,58,58,52
2804,y6hQpJU3-uOlsGeWZuL5Vw,Raymond,3.83,192,25,2006-07-20 06:30:57,25,379,178,562,63,63,31
2839,7dnh9OrD8LekBwvachGH5Q,Darrell,2.9,1660,89,2012-10-13 23:04:22,89,1582,1593,2949,186,186,121
2848,aYFdPJ9Odq-pQ_RK6G7QBQ,Mike,4.43,30,2,2014-08-15 01:10:18,2,3,1,6,0,0,0
2849,Jdx_u3PxmXLCOyP_Pkn7Sg,Angelica,4.15,162,18,2011-10-07 01:32:05,18,106,66,254,16,16,10
2867,HS7LiViQO7PfnbmCfQVGcQ,Dana,4.38,118,3,2013-08-17 20:30:48,3,12,14,22,0,0,0
2896,JMg2J3Z23o623Wn9bn4wpg,bobby,3.94,598,3,2009-03-10 05:12:25,3,96,146,206,4,4,12
2900,IprKHet03baoU8heBOYuwQ,Emily,3.78,347,36,2012-05-09 05:14:00,36,577,530,925,77,77,37
2906,jHj4OBGJM484OAGVrfIciA,Fei,3.6,270,11,2011-07-11 02:41:59,11,115,193,421,7,7,15
2910,ETpvceVRtVLjhDEgugFieg,Nick,3.86,845,98,2006-09-06 19:01:56,98,4545,4388,5295,1392,1392,2047
2926,X3h37GG6Za3qhVZiOnzIcw,Danielle,3.94,237,57,2014-09-09 14:51:05,57,813,303,1165,35,35,32
2939,m5GwFq8We6qDnuP7_SyO7Q,Alex,5.0,3,4,2012-06-03 02:42:14,4,3,0,7,0,0,1
2942,oAKrvdtdHsDzV2a0FRut4A,David,3.65,908,116,2009-11-29 21:50:01,116,2005,1989,4092,114,114,135
2952,lWW_f3wlkab4dN0PcQxZew,Briana,4.29,152,36,2011-12-22 04:21:53,36,493,215,714,196,196,384
2972,_c_yNmBIL2idLtcwo1CZCA,Socratic,4.32,44,7,2013-02-12 00:21:30,7,20,8,50,1,1,0
2977,omtZLg0ryIeaJfLTM7JPIA,Saleen,3.85,1350,120,2011-06-14 07:07:14,120,2751,1840,4385,63,63,26
2986,hqmK61cMu_QdMFOpsEOxMw,Gina,4.19,61,10,2011-11-23 18:27:48,10,8,9,30,0,0,2
2994,x4Z01d3Qze86FY2YKvdeDg,Rachel,4.05,235,14,2015-01-17 06:27:08,14,116,81,343,19,19,14
3014,W2WICriV5Zf03S4ETzEsiQ,Jad,3.7,165,4,2010-01-03 06:17:33,4,57,36,150,1,1,0
3016,9ks-80ZxeCZWNObzEbW4-Q,Cynthia,3.84,535,102,2012-09-21 03:40:08,102,2032,1732,2969,178,178,141
3035,sCelgwFoaNLMC_A7Y8usCw,Brett,4.31,416,3,2016-08-10 18:37:04,3,87,98,204,0,0,13
3047,uVOLLjTnrDWHQ7qIjlLMvA,Jackie,4.2,446,89,2013-04-14 13:31:44,89,1904,1101,2404,109,109,78
3061,nXMMoDzXRByQiWH9cf-FAQ,Michael,4.09,1041,110,2008-07-03 15:27:45,110,4228,2713,5156,612,612,1013
3064,NoOaVw8YAe4SlgWGLWMY8Q,Yan,4.07,1704,146,2009-02-15 16:10:58,146,2736,1963,4411,260,260,146
3069,ohtJIP4gBmCa6bKgvaYZqA,Karla,3.54,272,53,2009-04-04 21:06:22,53,353,273,771,56,56,36
3072,hI2loH7kDzDCBkJjPNKsFA,Lorena,3.92,288,35,2010-09-18 01:46:45,35,794,684,1290,116,116,57
3105,pu_AQig2fw40PshvtgONPQ,Stephanie,3.64,423,43,2010-02-13 01:05:36,43,524,483,1302,55,55,55
3107,gyMSJrfyGPdcOeYBK2cqmA,Miranda,3.62,462,66,2009-02-24 23:42:31,66,975,1285,1787,165,165,153
3108,xLYv18eSaRmZRNbuzrdWQw,James,3.92,130,23,2012-05-24 21:43:28,23,995,536,1243,63,63,94
3109,AfFh7hjvSrfiab_xIFuQuw,Jinny,4.03,146,34,2014-11-02 07:22:12,34,314,175,422,25,25,18
3125,EJ6_42rw8W73rxm_R4aQ2w,Bret,3.98,338,52,2010-07-08 16:54:43,52,718,390,1093,46,46,26
3167,8yJwzY5kRfRTqg5UdoMAsA,Jeffrey,3.74,262,8,2007-12-03 18:57:27,8,273,296,451,17,17,15
3189,cST8Zaw_m73cMYPYA1m1cA,Heather,4.45,1000,122,2007-09-19 00:46:06,122,3033,1922,4393,433,433,296
3203,gzIIogl9Z9o1qog1Ve8QSw,Jason,4.07,96,2,2014-04-18 14:33:40,2,20,15,64,1,1,1
3210,-WYbVngIGDQ81MY12UtwnA,Rhea,3.91,437,113,2010-09-04 17:28:01,113,8198,6603,8863,1413,1413,1268
3215,eJBMcaBthns65HgU_i-X0g,Kristina,4.42,104,5,2013-03-21 11:25:37,5,73,50,126,5,5,4
3217,a4zLTn_Rg282XTiZcM1izA,Erin,3.84,173,46,2011-04-01 05:01:30,46,326,229,526,20,20,23
3222,hTEKSL52x8cUUlHpUEx4lw,Lindy,3.81,1002,156,2007-12-12 14:49:19,156,3878,2494,5172,754,754,951
3232,pgTz-Ds6WvS8qFOsRekG9A,Nha,3.38,250,18,2008-03-24 19:24:58,18,356,262,553,44,44,80
3252,y6v0WKg8pcQAYMjYJE1cxg,Annie,3.71,446,108,2011-10-07 17:01:20,108,1239,1278,1841,134,134,139
3255,6D7cwL8O-Quv3rZ9TBlZAQ,Darlene,4.26,111,62,2014-02-15 19:28:17,62,296,111,434,29,29,17
3274,PLOYtrCMUFPHQe2IbYAd5g,Joanna,3.63,2429,164,2011-01-09 22:07:45,164,6589,5668,9960,324,324,414
3299,8SgjU2fID9VqKQooFt1DIQ,Jon,3.97,306,136,2011-03-13 17:48:18,136,2907,2486,3881,959,959,1241
3309,ldOf5f5TfmZ4DPpj3eQVuQ,Kaitlinh,3.86,28,1,2012-04-02 02:05:58,1,7,3,26,0,0,2
3317,dmC49zQ0pRR6RblBrYV5PQ,GlamorousGabs,3.22,23,2,2011-02-14 07:00:15,2,7,8,34,0,0,0
3347,7Ls2lNnEMEmFFZOkJLF1SA,Sofia,4.03,71,6,2008-03-26 01:14:55,6,71,68,167,6,6,16
3354,rfLdtyLjaBTHjM2-mKr_jQ,Shannon,3.92,414,27,2008-09-08 23:08:40,27,331,357,829,34,34,23
3394,Xz7F6Z9XMK_KZNf9_N357A,Michael,4.37,151,3,2016-03-13 05:10:09,3,33,22,92,1,1,3
3396,oSN3M4_WKdlTsnpgqPDiBg,Steph,3.93,1775,197,2007-05-25 16:40:44,197,9899,7787,11202,1606,1606,1594
3435,M4uGs-0Fskn48t9icYk_Tw,Melissa,4.08,272,11,2012-07-24 07:33:11,11,247,139,546,14,14,13
3460,9pM3z2vxUvXwEX-mHtyF3w,Chris,4.84,18,1,2016-11-24 05:52:59,1,4,5,4,0,0,0
3474,IzBQ-tzwG2GIPcb-Uo5gVg,Sean,3.68,37,3,2012-08-26 18:26:53,3,27,30,66,5,5,1
3488,ZQYNombDho1PYfnEWFZevw,Melissa,3.8,464,21,2007-11-08 00:16:27,21,740,355,1156,96,96,45
3493,4OC4NuteeJkPSQeSiJLvRQ,Steph,4.07,270,25,2009-08-04 22:27:10,25,443,450,760,70,70,32
3518,ShE-cXiI7VwJ8GMixw6JOw,Sarina,3.78,551,78,2007-10-21 21:58:44,78,1086,855,1438,261,261,108
3573,X754C7UkbPik6ppvYaIitA,Shijie,4.04,269,23,2011-10-10 06:49:03,23,444,300,953,43,43,29
3575,yYH2o9Ed-HO0KDYie7s6Qw,Meeta,3.72,134,5,2011-04-26 20:34:37,5,27,23,116,4,4,4
3578,SmHCmowr7X1LvOKs7z4nyQ,Donovan,3.69,671,59,2007-12-10 06:35:36,59,736,774,1732,103,103,63
3592,VcLGU0NWMkjXnHhUoo6iUA,Adam,4.81,51,1,2016-03-19 10:56:37,1,8,11,18,0,0,1
3595,5Ewr9ng9vI8isSldX-wR7A,Josefine,3.77,38,0,2016-01-04 00:47:22,0,5,3,23,0,0,0
3597,acoVn9Vbp0fnuc3n-1M2EA,Kevin,3.69,796,74,2010-09-03 22:00:39,74,1770,1813,2469,308,308,177
3604,Jt9dkE7JNGOmp_FchBM53A,riveter bake,3.25,4,1,2011-02-28 22:00:14,1,3,4,20,0,0,1
3607,Xb4aKpOlHkp9dmgTa__Q4g,Annemarie,4.26,463,34,2013-06-07 04:10:30,34,858,633,1006,13,13,12
3616,xPXHraGdyp5JDt5LHjm5wQ,Maryanne,3.66,129,3,2008-02-16 06:47:48,3,35,28,57,3,3,0
3629,soj3EaoFAhGqWgzGlfTTtg,Mark,4.33,551,26,2009-01-31 17:33:57,26,495,263,966,22,22,32
3639,eqPV0V5QmWkWAmKK6IDzqg,Kelsie,4.68,43,1,2012-09-14 18:04:52,1,27,19,55,0,0,1
3653,iLkQHRvFnQv2xY0ikG6E2w,Keane,3.91,52,10,2009-05-12 11:32:44,10,64,67,140,12,12,2
3669,GGjzQnNZb4IDGfzACvNquQ,Anh-Dao,4.01,857,99,2007-10-16 02:14:36,99,1625,1396,2248,321,321,217
3678,sbb2XUj9aYh5zP6gTJ14lw,Andy,3.99,226,9,2014-03-30 22:08:01,9,101,26,246,9,9,3
3682,KMmYDdA2Uq7inLFLwWXW9A,Meghann,3.71,49,0,2012-02-27 19:51:59,0,9,10,37,0,0,0
3683,EgbeJrycEtSkps8UbJRpaQ,Violet,3.6,45,1,2014-10-17 19:12:15,1,5,2,16,1,1,0
3688,DZChyIi8X3LMVLi86793VQ,Jeff,3.61,191,19,2008-09-18 16:18:14,19,28,40,149,20,20,4
3697,MdGnY6eLxy82nEZhCc6rnQ,Missy,3.63,205,68,2014-09-16 04:25:04,68,1980,1182,2467,200,200,83
3703,m7H3pTs9yaaY3R9ML98X4g,Sean,3.51,383,49,2010-03-26 05:45:26,49,1307,845,1818,165,165,92
3706,PqX6OuXz7II9RHWmGEp0QQ,Brittany,4.7,74,137,2015-07-15 21:50:58,137,3240,1366,3260,20,20,41
3748,tjmqE-70kkNO3oadBd7ZRQ,Johnny,3.87,85,4,2009-09-19 19:11:24,4,44,65,133,0,0,3
3752,lhJ3s-KIiCdxeZlWoPcIew,Allan,3.58,194,3,2008-08-08 21:40:32,3,50,57,144,10,10,10
3761,u44FA4eLmylR_Cs6EA7zSg,Alexis Gabrialla,3.92,11,0,2013-11-21 19:17:26,0,1,2,5,0,0,0
3764,AlrjseLlHFZ3MzQ7S8DbmQ,Gia,4.43,7,1,2012-08-26 02:33:49,1,4,3,9,1,1,1
3772,iUhdm_T3puHM-NIHWe2ESg,Vegas,4.22,18,0,2012-12-19 13:40:53,0,5,3,17,0,0,0
3775,3jjiY5D7oIlKeiCIZGHQew,Nida,3.9,704,398,2010-06-06 00:18:01,398,1800,1094,2350,466,466,252
3784,21GyRIrmYEswHW0Ih_igeg,Natalie,3.14,26,1,2012-06-24 03:48:17,1,18,14,154,0,0,2
3799,w40RBx54s0wLN9XhrfsVCA,Stephanie,3.76,360,23,2011-02-08 16:27:47,23,144,116,340,13,13,10
3806,aSbnrqpX-CHr8nxHhaCHZw,Wes,3.66,200,35,2009-04-21 21:01:42,35,611,378,1109,144,144,77
3819,cZKV1sP7tvW1vquOFRuf9A,Kate,4.71,6,0,2016-02-23 22:33:53,0,0,0,1,0,0,0
3850,5BpJEC8YVi80ecWT5CtlfQ,Jenny,3.56,2513,379,2008-09-11 01:51:00,379,13068,10525,15936,2371,2371,1525
3861,gHgR3Zix2DcvGIUmwuzr7Q,Sean,3.25,61,6,2009-03-06 20:00:50,6,27,25,90,0,0,7
3875,xD0JannNy9S_qABQXeMMVg,Kristin,4.56,65,2,2013-10-13 02:52:55,2,19,8,72,1,1,5
3907,jmyunODJvYT7n7LCgotAyQ,Rex,3.51,92,33,2007-01-10 06:12:56,33,813,1185,1047,17,17,26
3909,lzgEUPNFGboDm1U7aO8gTQ,Jeremy,3.64,96,5,2016-03-22 20:54:55,5,128,131,193,4,4,1
3918,eG1Tur78lGPRLPysNSzadQ,Donald,4.22,458,75,2014-06-27 17:03:17,75,1383,1080,2095,95,95,126
3930,g1YLVOwquTJ5ILeWIwqW9Q,Veronica,3.74,72,17,2010-07-03 03:03:38,17,71,54,190,8,8,6
3960,dyd6hg3AM2m5WYB9OH8UYg,Cory,3.36,10,0,2014-01-01 21:39:32,0,4,4,12,0,0,0
3965,cxfQr71C1rIi-cH_Ml8h-g,Rich,3.53,42,6,2010-02-15 17:14:14,6,24,25,114,1,1,4
3980,jDiu4o9QdKjQP_ccmjzu7g,Pat,4.35,48,1,2011-08-25 12:55:36,1,4,5,18,0,0,0
4002,53bZ_EsXH71L7iFs5MP9_w,Cynthia,3.73,1988,364,2006-02-10 00:25:28,364,4464,3635,6923,585,585,274
4009,vRVFU7vN1shynoNEQldwvw,Bum-Jun,5.0,6,1,2010-10-20 23:51:40,1,0,1,11,1,1,0
4015,Db80SCez0BdYaHdC0xmzoQ,Christine,3.85,699,192,2011-08-29 00:09:10,192,6603,4269,7942,458,458,354
4022,qvilIs1jgbML1n0aynKeaA,Lee,3.67,303,15,2012-02-01 23:15:29,15,452,308,771,13,13,18
4024,VizhcyMWWPz3UDXEBeix4w,Christine,3.74,139,9,2009-09-22 20:31:35,9,129,58,250,11,11,10
4035,pW5Grd4WSlvkjBevpgRqoQ,Nick,3.91,508,29,2014-10-20 23:40:41,29,244,101,558,6,6,6
4044,LjV8u9cVT8dHUti4AcQU4Q,Andrew,3.93,27,3,2012-06-08 21:18:53,3,3,0,17,0,0,0
4067,n-U5fa4B0hKfmRSZ-M7BMg,Jay,3.97,186,20,2009-02-04 01:29:56,20,157,166,419,6,6,4
4071,no2KpuffhnfD9PIDdlRM9g,Zeel,3.92,347,13,2008-09-15 07:26:48,13,166,134,327,33,33,23
4072,uooptTo6xOXPTRuQ5gxL8g,Vuoch.,4.08,450,35,2008-06-09 06:00:48,35,416,140,456,34,34,26
4081,aXuxyyTDs5RGoFrhajPLYg,Alexander,4.09,839,106,2008-08-12 04:41:27,106,1918,1596,2788,41,41,32
4099,rr5zzVWVu0u-P5P1rHIV-Q,Liz,4.09,1433,143,2011-05-15 03:10:47,143,2679,1355,4680,224,224,222
4100,fmd85Ui7PgJ0naVgtyXyEw,Cubby,3.73,129,3,2011-03-27 03:05:26,3,38,33,105,1,1,1
4103,6ju0XLUXS1prtiflMP8PDw,Kathy,3.96,52,12,2009-08-02 05:18:12,12,18,19,58,5,5,2
4117,M63uPVZtCv7ReY2RgJRmOw,The,3.68,556,107,2008-12-21 00:47:11,107,1540,2420,2037,270,270,194
4118,1RjbGzqlw2KKM84In2HAaA,Jr,3.09,37,1,2014-06-27 15:10:25,1,3,6,20,0,0,0
4123,0Cvgx6MKrSOTUxGoUpdaTg,Allison,3.95,351,13,2007-09-27 19:05:37,13,273,214,398,33,33,19
4124,VZrzBM83OSOb01ZHq4_mGA,Denise,3.58,187,7,2017-06-07 04:19:42,7,95,45,231,1,1,1
4132,zQTEbn5nWGPypxOf2uRPmg,Katie,4.11,1220,127,2011-11-05 03:48:58,127,4941,1510,6654,215,215,512
4143,7ZvbRuDAkIIvi_KSt2GoQg,Kelly,4.09,101,12,2010-04-19 21:23:23,12,96,56,210,7,7,3
4146,4PIcs3X-Ro_KoczDJ3y4ZQ,Charmaine,3.77,655,80,2007-09-22 03:25:52,80,1404,1147,1994,294,294,130
4153,8YaRW6wCKTm12Y87vdOp6g,Audra,3.93,870,149,2009-05-23 19:46:02,149,2000,1845,3732,189,189,182
4175,pBhaCEcdbdDv76kMwm8Nng,Bradd,3.7,339,12,2011-08-23 02:55:28,12,234,170,767,16,16,23
4177,xoNpQ_DnzNuTbkFPPO0Lgw,Kitty,3.33,1078,53,2008-09-06 23:30:41,53,866,654,2068,228,228,164
4197,iVVLacERe7r0uB07syrG_w,Sandra,3.84,231,30,2014-05-22 21:05:01,30,545,301,719,83,83,48
4202,LiwBM-SE1vpwVjX7fVR92Q,Corey,4.31,458,61,2011-02-20 19:42:11,61,1273,870,1725,74,74,41
4217,IxEMT9rqzG6n4EJhqXSMvw,Lezley,3.63,190,3,2010-12-08 19:35:16,3,85,91,248,10,10,4
4220,YNvZdMLXa4q8e9tiE4ge4A,Ravi,4.46,56,3,2014-08-30 02:40:25,3,3,1,11,0,0,0
4233,fRzmU2Z9hoxBcRk3vCIKNg,Mary,3.95,126,9,2016-01-18 19:11:47,9,30,18,92,1,1,3
4239,sCiWf7Kai0t-x25CAz2DEQ,Leslie,3.63,1038,75,2008-07-24 05:10:29,75,1790,1550,2384,260,260,112
4242,y80788j8cq_WZu3AmR68Gg,Eugine,3.66,310,119,2009-03-23 16:26:15,119,3162,4304,3314,1143,1143,2485
4248,e8uzNcSC5tQMD22GNAQEQA,James,3.98,189,15,2014-10-11 13:45:23,15,140,153,291,23,23,18
4256,qibGLHABNReGeJr2w4_8yQ,Amy,3.84,1292,144,2008-02-21 18:04:12,144,4230,2642,6066,569,569,538
4258,AY-giXkQLUQYA4tzwhR-JA,Lisa,3.79,142,4,2011-05-26 22:34:59,4,35,29,173,2,2,6
4266,1ghFOCMBpo2bGaWu_c1tcg,Luciana,3.99,839,28,2010-04-18 17:26:01,28,200,137,620,7,7,30
4278,W7ugM1NqQeB1Wj0DYE8TYw,Stephan,4.13,584,211,2010-07-10 21:56:04,211,3311,3049,4298,405,405,346
